Profcoll_Fee,NTF,OSP ,DPD_Beginning,AMT_LLP_Beginning,AMT_LLP_Projection,Price_List,OS_LC
1175000,4424742.27,3274864.2,640,3274864.2,3274864.2,6000000,472600
8000000,46422500,41818841.99,109,14636594.7,14636594.7,43532161.58,0
1500000,10035714.29,3097713.38,403,3097713.38,3097713.38,10000000,439514.62
1500000,8024742.27,6230595.84,117,2180708.544,2180708.544,14000000,1517810
1300000,9087628.87,4438020.34,46,465992.1357,465992.1357,9000000,1194743.86
1300000,6011340.21,4415994.53,83,463679.4257,1545598.086,7500000,184000
1500000,9154081.63,9154081.63,71,961178.5712,3203928.571,13000000,0
1500000,6019587.63,3137776.77,103,1098221.87,1098221.87,7800000,400355.75
1200000,7297959.18,722225.3,627,722225.3,722225.3,9600000,0
1200000,7000000,2646921.41,269,2646921.41,2646921.41,5300000,1245575
800000,4707142.86,916638.15,455,916638.15,916638.15,3800000,1485773.55
1500000,10435051.55,2898568.3,112,1014498.905,1014498.905,8000000,1637205.5
1400000,17687500,6792805.32,168,3396402.66,6792805.32,14500000,4433227.5
1000000,4862886.6,1102349.25,381,1102349.25,1102349.25,4200000,0
1020500,11274226.8,3200384.8,439,3200384.8,3200384.8,11900000,1879630
1200000,8054166.67,1830708.82,228,1830708.82,1830708.82,8800000,0
1500000,8855102.04,4111375.99,881,4111375.99,4111375.99,8300000,733425
1400000,12172916.67,4682025.26,233,4682025.26,4682025.26,8300000,960000
1000000,6019791.67,2019878.53,379,2019878.53,2019878.53,4500000,863580
1300000,9729166.67,6055782.96,105,2119524.036,2119524.036,6700000,1583080.96
1000000,3435051.55,1788847.45,149,626096.6075,894423.725,3300000,870325
1500000,7072916.67,2645876.84,241,2645876.84,2645876.84,9000000,317821.96
1300000,8125773.2,3301788.47,303,3301788.47,3301788.47,7800000,1045430
1230000,8692708.33,4987048.21,119,1745466.874,1745466.874,9500000,721025.59
1500000,5864948.45,4838220.09,748,4838220.09,4838220.09,2800000,521915
1500000,6864583.33,6022647.23,716,6022647.23,6022647.23,4500000,509905
1500000,9185567.01,6300779.84,364,6300779.84,6300779.84,6700000,614877.38
1500000,5937113.4,3059048.17,609,3059048.17,3059048.17,6000000,1697557.5
1500000,6911714.73,2846504.14,775,2846504.14,2846504.14,6000000,284882.5
1300000,8127083.33,6956204.8,568,6956204.8,6956204.8,6000000,1058230
1300000,8127083.33,6956204.8,568,6956204.8,6956204.8,6000000,1058230
1500000,6719387.76,6794558.92,485,6794558.92,6794558.92,7800000,0
1000000,10744329.9,1488376.06,116,520931.621,520931.621,9000000,2145212.59
700000,4280412.37,618812.71,196,618812.71,618812.71,3000000,0
1000000,2696938.78,1510159.26,836,1510159.26,1510159.26,2900000,122825
1000000,3898969.07,1338817.87,328,1338817.87,1338817.87,2100000,528180
1250000,8692708.33,7401940.63,594,7401940.63,7401940.63,9500000,0
17500000,186628500,124946554,120,43731293.89,43731293.89,161868000,12943344.27
1500000,6907216.49,4587046.45,223,4587046.45,4587046.45,10300000,1667701.26
1300000,3069387.76,1968238.65,693,1968238.65,1968238.65,2100000,594625
12755200,81738000,59193099.41,426,59193099.41,59193099.41,92700000,0
1200000,3652040.82,3402301.73,55,357241.6817,357241.6817,7200000,43527.5
1500000,7000000,5228573.71,108,1830000.799,1830000.799,8300000,1195519.33
1200000,7507216.49,2103054.71,76,220820.7446,736069.1485,10000000,0
1425000,3788775.51,2713237.27,657,2713237.27,2713237.27,9000000,344915
13000000,111611000,94814356.06,49,9955507.386,9955507.386,86520000,5197500
15306200,70200000,17189535.66,208,17189535.66,17189535.66,85041000,0
1500000,9804123.71,4520369.03,152,2260184.515,4520369.03,12500000,1386639.72
1200000,4345833.33,1448398.95,258,1448398.95,1448398.95,3300000,594887.5
600000,4862886.6,2511126.98,175,1255563.49,2511126.98,7200000,0
1100000,9509337.8,6491860.62,688,6491860.62,6491860.62,11500000,461605
1200000,6158163.27,1806566.61,77,189689.4941,632298.3135,7000000,582150
1500000,4795876.29,3662254.48,335,3662254.48,3662254.48,6000000,350940
1200000,9044897.96,6466730.29,89,679006.6805,2263355.602,12500000,727426.32
1350000,6552083.33,5811023.93,693,5811023.93,5811023.93,5500000,186025
1500000,5571428.57,3527476.89,111,1234616.912,1234616.912,9000000,0
1500000,6780612.24,5824291.6,694,5824291.6,5824291.6,8600000,141635
1200000,4962244.9,2320847.77,143,812296.7195,1160423.885,4400000,95182.5
1500000,9924242.42,9924242.42,775,9924242.42,9924242.42,7000000,0
1200000,3105102.04,1452386.16,134,508335.156,726193.08,8300000,133630
1500000,9692783.51,8475459.62,109,2966410.867,2966410.867,12300000,215180
1500000,12328125,5553845.76,90,583153.8048,1943846.016,16000000,0
1200000,3737755.1,2450906.15,393,2450906.15,2450906.15,2600000,310260.21
1300000,9185567.01,4974526.74,363,4974526.74,4974526.74,10300000,218690
1500000,7732653.06,5484554.57,77,575878.2299,1919594.1,7000000,0
1000000,5864948.45,2451500.86,90,257407.5903,858025.301,7800000,2054557.08
1200000,3615306.12,1099014.04,423,1099014.04,1099014.04,6000000,0
1000000,11105154.64,7550862.39,258,7550862.39,7550862.39,14800000,0
16326600,85000000,79545976.61,140,27841091.81,39772988.31,115412000,0
16326600,85000000,79545976.61,140,27841091.81,39772988.31,115412000,0
1350000,7951020.41,5684051.65,383,5684051.65,5684051.65,9800000,380835
1500000,7859183.67,4946412.8,196,4946412.8,4946412.8,11000000,1175650
1500000,8534693.88,7959912.64,12,278596.9424,835790.8272,9300000,112312.5
1500000,8855102.04,6277180.95,228,6277180.95,6277180.95,10300000,392867.5
400000,4707142.86,1645275.74,121,575846.509,822637.87,4300000,0
1750000,10283333.33,7446403.74,151,3723201.87,7446403.74,11500000,3582071.83
900000,4940206.19,3879515.76,652,3879515.76,3879515.76,4000000,77600
1250000,7072916.67,2345757.99,61,246304.589,821015.2965,5000000,555379.84
900000,3731409.14,3453515.92,720,3453515.92,3453515.92,4000000,0
1500000,10691836.73,9972033.19,111,3490211.617,3490211.617,14500000,0
1000000,6923469.39,2653472.94,110,928715.529,928715.529,7000000,0
550000,6780612.24,1950336.91,121,682617.9185,975168.455,8800000,0
1050000,5896938.78,2925740.5,214,2925740.5,2925740.5,6000000,1322337.12
1500000,6019791.67,3917206.18,69,411306.6489,1371022.163,5000000,1392183.24
10204100,63750000,45962807.37,45,4826094.774,4826094.774,51500000,2621842.04
1500000,10283333.33,5868562.84,119,2053996.994,2053996.994,10000000,3782356.75
1020500,5408163.27,5046222.86,73,529853.4003,1766178.001,6700000,77355
2000000,13371134.02,9865895.89,499,9865895.89,9865895.89,20000000,897010
1200000,4339795.92,3434341.38,724,3434341.38,3434341.38,6200000,469200
1400000,12088775.51,3546308.68,121,1241208.038,1773154.34,15000000,2431430
8163300,41249742.5,31028749.77,86,3258018.726,10860062.42,42430081.54,0
1500000,6443298.97,4106376.21,111,1437231.674,1437231.674,6700000,557930
1200000,7239107.99,4403686.74,38,462387.1077,462387.1077,9000000,470740
1300000,6474489.8,4589488.04,658,4589488.04,4589488.04,9000000,19860
1250000,7251546.39,6667305.57,77,700067.0849,2333556.95,7800000,48110
1500000,11193814.43,9760294.33,43,1024830.905,1024830.905,11900000,319200
1500000,9018367.35,2293286.99,110,802650.4465,802650.4465,10900000,0
1750000,8022680.41,3252550.72,139,1138392.752,1626275.36,10300000,0
900000,7589690.72,3963511.41,104,1387228.994,1387228.994,6000000,0
9000000,56806000,49720191.07,21,1740206.687,5220620.062,80340000,0
1200000,8024742.27,6997581.65,80,734746.0733,2449153.578,10000000,87362.5
1500000,9701030.93,10245800.38,517,10245800.38,10245800.38,8800000,0
1200000,8497959.18,2493164.04,104,872607.414,872607.414,13500000,0
1500000,3652040.82,2876097.21,110,1006634.024,1006634.024,11300000,0
1200000,9140625,5709445.98,447,5709445.98,5709445.98,8500000,900992.5
1200000,8500000,5338482.07,104,1868468.725,1868468.725,11500000,0
1200000,8500000,5338482.07,104,1868468.725,1868468.725,11500000,0
1500000,6642784.34,6145029.27,22,215076.0245,645228.0734,7800000,67500
1500000,8778350.52,8778350.52,690,8778350.52,8778350.52,10400000,0
750000,4280412.37,1141722.46,120,399602.861,399602.861,9300000,1651408.71
1000000,8654639.18,2513482.97,184,2513482.97,2513482.97,10000000,2344178.31
11000000,77312000,62345795.34,61,6546308.511,21821028.37,92185000,1993981.97
1500000,16525773.2,6067755.77,105,2123714.52,2123714.52,13200000,2023704.13
1200000,5790816.33,4104666.7,41,430990.0035,430990.0035,6700000,76960
11000000,43336500,28047906.36,172,14023953.18,28047906.36,44634241.62,8007075
1500000,6391752.58,4669911.6,592,4669911.6,4669911.6,6200000,805600
14300000,42431500,42524204.49,289,42524204.49,42524204.49,36368641.32,1071508.86
1500000,5574747.47,3863262.73,354,3863262.73,3863262.73,5000000,297535
10000000,87500000,71496522,30,2502378.27,7507134.81,97750000,0
10000000,87500000,71496522,30,2502378.27,7507134.81,97750000,0
1300000,5238144.33,4818463.86,122,1686462.351,2409231.93,5500000,43550.77
1500000,6450000,6015595.77,287,6015595.77,6015595.77,10300000,91665
1000000,3737755.1,1376477.68,257,1376477.68,1376477.68,2900000,362728.28
1000000,3737755.1,1376477.68,257,1376477.68,1376477.68,2900000,362728.28
1000000,3737755.1,1376477.68,257,1376477.68,1376477.68,2900000,362728.28
550000,4911224.49,965587.28,196,965587.28,965587.28,7500000,0
1500000,12605102.04,5186410.92,175,2593205.46,5186410.92,12800000,0
1500000,5939175.26,4908408.58,102,1717943.003,1717943.003,9300000,53520
1300000,4631632.65,4321520.86,238,4321520.86,4321520.86,5500000,0
1500000,6347959.18,6347959.18,24,222178.5713,666535.7139,5700000,0
1500000,6347959.18,6347959.18,24,222178.5713,666535.7139,5700000,0
1500000,6347959.18,6347959.18,24,222178.5713,666535.7139,5700000,0
1500000,5585714.29,3082351.12,165,1541175.56,3082351.12,6700000,484860
1500000,5934000,5934000,37,623070,623070,7200000,0
10000000,74880500,43925476.18,44,4612174.999,4612174.999,78388280.16,962800
1200000,10589690.72,10881258.94,392,10881258.94,10881258.94,8500000,0
1200000,8619791.67,8533870.92,390,8533870.92,8533870.92,9500000,897912.1
1500000,16781250,19237105.72,426,19237105.72,19237105.72,16000000,2572177.24
1500000,7987755.1,6312056.82,179,3156028.41,6312056.82,10900000,138765
1500000,7171428.57,5126866.62,104,1794403.317,1794403.317,5500000,0
1300000,5885567.01,2780899.38,109,973314.783,973314.783,6700000,0
1020500,3737755.1,2469011.35,567,2469011.35,2469011.35,8300000,231660
1200000,6391752.58,5508189.73,259,5508189.73,5508189.73,9300000,0
1250000,6923469.39,4949806.2,376,4949806.2,4949806.2,9800000,116640
1200000,3482653.06,1341497.08,204,1341497.08,1341497.08,3300000,332100
1200000,8192783.51,6444210.39,20,225547.3637,676642.091,11000000,268590
1000000,4280412.37,2210142.31,150,773549.8085,1105071.155,1800000,782273.73
1300000,15592857.14,12237287.93,74,1284915.233,4283050.776,21000000,334650
1500000,4707142.86,1345392.2,105,470887.27,470887.27,4800000,922545
1500000,4707142.86,1345392.2,105,470887.27,470887.27,4800000,922545
1500000,4196938.78,3305265.61,297,3305265.61,3305265.61,7200000,0
10000000,49509500,36757441.69,204,36757441.69,36757441.69,61250000,9266777.16
1200000,9443298.97,4352299.46,83,456991.4433,1523304.811,13500000,1020920
2000000,6019587.63,3153149.12,91,1103602.192,1103602.192,7000000,237243.92
1000000,4850000,494672.04,381,494672.04,494672.04,6000000,660490
1200000,7937521.17,6079036.67,304,6079036.67,6079036.67,11000000,1761208.35
17500000,109250000,88100527.91,40,9250555.431,9250555.431,93802800,3271923.08
7142900,93499500,50417756.99,47,5293864.484,5293864.484,99649302.88,3616799.92
1600000,10228865.98,7557550.78,152,3778775.39,7557550.78,11500000,781812.5
1200000,5205432.9,3976249.46,54,417506.1933,417506.1933,6900000,0
550000,10061855.67,4633023.26,108,1621558.141,1621558.141,13000000,0
1500000,9701030.93,10617577.21,469,10617577.21,10617577.21,8500000,14969.73
14000000,82450000,64555951.14,182,64555951.14,64555951.14,79396992,6631468.58
1300000,6340206.19,5931700.49,653,5931700.49,5931700.49,4500000,0
1100000,3615306.12,1048872.93,108,367105.5255,367105.5255,4200000,306090
1000000,8344897.96,1626041.02,144,569114.357,813020.51,11500000,0
12500000,91171000,81209315.83,59,8526978.162,8526978.162,92772000,2092267.93
1500000,7000000,4484797.61,100,1569679.164,1569679.164,10500000,0
1500000,13806185.57,12648737.53,84,1328117.441,4427058.136,17000000,0
1200000,7061855.67,4866659.44,141,1703330.804,2433329.72,8500000,0
1200000,14703092.78,12240637.01,44,1285266.886,1285266.886,18000000,567350
1500000,4196938.78,2986834.29,318,2986834.29,2986834.29,2800000,215325
12500000,107350000,96371220.29,38,10118978.13,10118978.13,108791600,0
1200000,7950515.46,3169305.58,56,332777.0859,332777.0859,10300000,1501560
1500000,10487755.1,6678289.16,90,701220.3618,2337401.206,15000000,527150
1350000,5478125,4055884.56,469,4055884.56,4055884.56,4000000,635175
1500000,3901030.93,2694696.28,38,282943.1094,282943.1094,5000000,171640
1200000,5774614.01,3834877.93,74,402662.1827,1342207.276,7500000,201885
1200000,6391752.58,3671100.41,107,1284885.144,1284885.144,8300000,729600
12500000,66423500,52307232.16,91,18307531.26,18307531.26,92185000,0
1200000,5022916.67,3809907.18,145,1333467.513,1904953.59,3300000,638341.31
500000,3177319.59,884719.44,236,884719.44,884719.44,2900000,264450
1200000,8619791.67,1494041.66,111,522914.581,522914.581,9500000,2850287.5
1200000,3826804.12,3520458.6,663,3520458.6,3520458.6,4000000,0
12000000,116185000,99046554.38,241,99046554.38,99046554.38,99250000,16223275.12
12000000,116185000,99046554.38,241,99046554.38,99046554.38,99250000,16223275.12
1400000,7035714.29,2023539.82,104,708238.937,708238.937,9300000,1785130
1250000,7486868.69,3970101.15,242,3970101.15,3970101.15,9300000,93210
1200000,9015463.92,2492187.61,263,2492187.61,2492187.61,9800000,0
1300000,4182653.06,2995387.07,106,1048385.475,1048385.475,5100000,150620
925000,4940206.19,1410753.55,267,1410753.55,1410753.55,5000000,0
1000000,4424742.27,3056020.81,242,3056020.81,3056020.81,4800000,1125900
1200000,6907216.49,2771251.94,88,290981.4537,969938.179,9000000,1722492.5
1500000,5328865.98,5112232.35,414,5112232.35,5112232.35,7200000,58795
1200000,2584693.88,763517.18,420,763517.18,763517.18,9000000,0
1500000,11063265.31,5972573.87,196,5972573.87,5972573.87,15500000,2659200
1500000,4940206.19,2322504.52,104,812876.582,812876.582,3300000,1701133.57
1500000,8654639.18,5964988.21,269,5964988.21,5964988.21,9800000,592367.5
27500000,135452500,125457578.7,172,62728789.36,125457578.7,121146866.3,2537194.52
1500000,8500000,8500000,425,8500000,8500000,10500000,0
1500000,7606250,4772979.98,82,501162.8979,1670542.993,10000000,2209785.44
1200000,3105102.04,1935277.06,318,1935277.06,1935277.06,3300000,554020
12000000,87840000,48726082.1,104,17054128.74,17054128.74,53500000,5956475
1200000,3615306.12,2572473.09,348,2572473.09,2572473.09,7800000,159162.36
1200000,3615306.12,2572473.09,348,2572473.09,2572473.09,7800000,159162.36
1200000,5228571.43,5228571.43,387,5228571.43,5228571.43,10500000,0
1200000,5228571.43,5228571.43,387,5228571.43,5228571.43,10500000,0
1500000,8022680.41,3296936.78,85,346178.3619,1153927.873,10300000,2223377.33
1200000,8053608.25,3232432.37,45,339405.3989,339405.3989,11000000,0
1300000,13201030.93,4417556.35,75,463843.4168,1546144.723,19100000,1.16E-10
1200000,4332427.82,2963455.15,231,2963455.15,2963455.15,5000000,66340
1300000,4339795.92,2418473.56,197,2418473.56,2418473.56,6000000,216200
1500000,5877777.78,3116491.44,318,3116491.44,3116491.44,7000000,145815
1200000,6391752.58,4669911.6,212,4669911.6,4669911.6,8300000,0
5000000,64499926.25,58045471.79,104,20315915.13,20315915.13,65573762.38,0
1500000,8453061.22,7875600.22,227,7875600.22,7875600.22,13000000,0
1200000,5306122.45,4950893.69,43,519843.8375,519843.8375,5200000,64630
1500000,4850000,2702615.51,183,2702615.51,2702615.51,5000000,14637.47
1500000,4850000,2702615.51,183,2702615.51,2702615.51,5000000,14637.47
1200000,7663917.53,7663917.53,51,804711.3407,804711.3407,9100000,0
1000000,5754081.63,2171861.55,90,228045.4628,760151.5425,13000000,0
1300000,5408163.27,5408163.27,104,1892857.145,1892857.145,6000000,0
11000000,39573000,28408111.11,110,9942838.889,9942838.889,42430081.54,0
11000000,39573000,28408111.11,110,9942838.889,9942838.889,42430081.54,0
1050000,5120202.02,1846189.45,226,1846189.45,1846189.45,7800000,225515
25000000,220712500,173939439.3,176,86969719.66,173939439.3,293000000,6236087.44
1000000,5405208.33,2321624.38,204,2321624.38,2321624.38,5000000,583745.5
1200000,7681632.65,2950515.88,45,309804.1674,309804.1674,10500000,501580
1200000,5864948.45,3367739.23,88,353612.6192,1178708.731,7800000,0
1200000,5864948.45,3042332.21,52,319444.8821,319444.8821,8300000,488125
1000000,6546391.75,2944901.36,167,1472450.68,2944901.36,7500000,771386.63
1200000,6019587.63,3517477.31,88,369335.1176,1231117.059,7800000,281800
1200000,6780612.24,1950336.91,78,204785.3756,682617.9185,9000000,870342.5
1500000,4331958.76,2996466.65,289,2996466.65,2996466.65,3300000,393404.22
1000000,6391752.58,2947602.6,26,103166.091,309498.273,8600000,789600
1300000,6336734.69,4991623.64,303,4991623.64,4991623.64,8600000,233412.5
1300000,9008163.27,6459803.98,363,6459803.98,6459803.98,9800000,1120727.5
1300000,8500000,3894744.65,88,408948.1883,1363160.628,11800000,1119627.87
1300000,8639794.08,5660598.29,244,5660598.29,5660598.29,5500000,632880.38
1200000,4233673.47,2324607.77,58,244083.8159,244083.8159,6500000,0
1200000,5763917.53,3939809.89,47,413680.0385,413680.0385,7000000,74630
1200000,9307142.86,4959105.62,134,1735686.967,2479552.81,15400000,0
1000000,7000000,1933394.39,110,676688.0365,676688.0365,9600000,0
950000,3737755.1,2385463,322,2385463,2385463,4000000,661320
1500000,3615306.12,4192163.06,471,4192163.06,4192163.06,3700000,56898.23
1300000,8728865.98,6866249.32,101,2403187.262,2403187.262,10500000,408900
13000000,8728865.98,6866249.32,101,2403187.262,2403187.262,10500000,408900
1300000,6019587.63,5781767.75,694,5781767.75,5781767.75,7800000,9400
1000000,11266666.67,2523672.25,58,264985.5863,264985.5863,10500000,0
1200000,8446938.78,3123362.51,88,327953.0636,1093176.879,11300000,0
1500000,5954081.63,5137106.85,175,2568553.425,5137106.85,6700000,96265
500000,6391752.58,2567383.2,121,898584.12,1283691.6,8300000,0
17000000,216000000,83875061.99,231,83875061.99,83875061.99,202704000,30467132.82
1500000,12398969.07,10322051.45,29,361271.8008,1083815.402,17500000,0
1200000,7177319.59,2441539.73,75,256361.6717,854538.9055,9000000,553885
1200000,3105102.04,2210137.56,318,2210137.56,2210137.56,3300000,188370
1500000,8219897,7854100.1,148,2748935.035,3927050.05,9600000,56915
1200000,6654081.63,4756947.01,56,499479.4361,499479.4361,8000000,392280
1500000,8022680.41,5893791.15,170,2946895.575,5893791.15,11500000,451290
1500000,5958163.27,2765730.74,136,968005.759,1382865.37,9800000,0
1300000,11265979.38,9851114.82,30,344789.0187,1034367.056,15700000,291467.78
1200000,6019587.63,3839515.75,267,3839515.75,3839515.75,4900000,1528375
1347000,9312500,6265929.82,110,2193075.437,2193075.437,10300000,1701998.75
1200000,4519387.76,2493999.21,104,872899.7235,872899.7235,4000000,292155
1000000,13989795.92,5275225.38,104,1846328.883,1846328.883,24500000,0
11000000,129999500,98737443.88,42,10367431.61,10367431.61,157500000,0
1200000,6546391.75,3443281.18,48,361544.5239,361544.5239,9300000,804735
900000,5371428.57,2988574.06,531,2988574.06,2988574.06,5000000,785605
1500000,4795876.29,4399099.61,624,4399099.61,4399099.61,6500000,83950
1200000,16572916.67,13652141.64,174,6826070.82,13652141.64,16000000,4.66E-10
1500000,10910204.08,6872575.03,197,6872575.03,6872575.03,11600000,1500257.5
1200000,6907216.49,6907216.49,353,6907216.49,6907216.49,14200000,0
1000000,3652040.82,2876097.76,74,301990.2648,1006634.216,7800000,0
1200000,9677083.33,5011735.66,54,526232.2443,526232.2443,13000000,0
1200000,4962244.9,3142102.88,302,3142102.88,3142102.88,7000000,0
1500000,11635051.55,4672641.22,104,1635424.427,1635424.427,19500000,0
1000000,4795876.29,1339207.05,242,1339207.05,1339207.05,4700000,0
1100000,4486597.94,1234943.92,242,1234943.92,1234943.92,5000000,1024825
750000,3615306.12,1023372.93,206,1023372.93,1023372.93,5000000,490595
1500000,8063265.31,6927601.2,360,6927601.2,6927601.2,11500000,24735
1000000,9015463.92,4476237.94,91,1566683.279,1566683.279,8300000,0
1200000,6019587.63,2835925.63,42,297772.1912,297772.1912,8600000,423000
1200000,6960204.08,5500371.17,70,577538.9729,1925129.91,6700000,47645
1200000,2627551.02,1868934.64,377,1868934.64,1868934.64,5200000,214757.5
1000000,7061855.67,4125265.56,104,1443842.946,1443842.946,10300000,0
1500000,6846938.78,3779627.37,228,3779627.37,3779627.37,8300000,826482.5
1300000,5473195.88,4989745.17,390,4989745.17,4989745.17,6700000,0
1200000,10347707.92,6131694.39,30,214609.3037,643827.911,12300000,0
1200000,4424742.27,1825883.91,102,639059.3685,639059.3685,3800000,171627.82
1200000,4424742.27,1825883.91,102,639059.3685,639059.3685,3800000,171627.82
1500000,5754081.63,3156463.05,289,3156463.05,3156463.05,10900000,335387.5
1200000,3141836.73,2704417.01,44,283963.7861,283963.7861,3300000,43942.5
900000,2775757.58,1471735.93,410,1471735.93,1471735.93,3000000,50492.5
500000,2584693.88,264487.5,329,264487.5,264487.5,2100000,424875
1100000,3767010.31,2575143.16,46,270390.0318,270390.0318,4200000,0
1250000,6979381.44,2836776.37,45,297861.5189,297861.5189,10500000,56122.5
717200,12840206.19,3650010.98,79,383251.1529,1277503.843,17000000,0
1200000,8098480.88,4385957.99,394,4385957.99,4385957.99,7800000,1940324.2
1200000,6511224.49,4102466.58,43,430758.9909,430758.9909,7200000,99900
1500000,6270408.16,3937905.32,197,3937905.32,3937905.32,5500000,568490
1750000,11177319.59,5852642.82,151,2926321.41,5852642.82,15500000,3716482.28
1000000,3141836.73,2012567.44,30,70439.8604,211319.5812,2400000,215916.42
1500000,14063917.53,13507951.05,76,1418334.86,4727782.868,12400000,0
1200000,8646391.75,7172236.27,61,753084.8084,2510282.695,11500000,267963.15
1200000,7148453.61,6267877,30,219375.695,658127.085,10500000,100440
1200000,6450000,5096742.41,18,178385.9844,535157.9531,8000000,0
1100000,4886734.69,4885843.83,241,4885843.83,4885843.83,6400000,0
1500000,11348453.61,9447450.57,20,330660.77,991982.3099,13000000,181527.5
1200000,7406185.57,5771414.75,88,605998.5488,2019995.163,8000000,127880
1500000,10220618.56,7509278.31,24,262824.7409,788474.2226,13800000,539925
1500000,10220618.56,7509278.31,24,262824.7409,788474.2226,13800000,539925
1500000,10220618.56,7509278.31,24,262824.7409,788474.2226,13800000,539925
1500000,10220618.56,7509278.31,24,262824.7409,788474.2226,13800000,539925
1200000,10181632.65,7279041.72,61,764299.3806,2547664.602,12500000,947957.62
1500000,6450000,4611020.18,9,161385.7063,484157.1189,7800000,0
1250000,3407142.86,2165717.42,75,227400.3291,758001.097,5000000,189120
1200000,10663917.53,10223885.48,27,357835.9918,1073507.975,12000000,104065
1400000,6981443.3,6395464.55,45,671523.7778,671523.7778,8000000,15720
15306200,93789000,86131349.02,41,9043791.647,9043791.647,92185000,0
1500000,6208247.42,4586562.96,74,481589.1108,1605297.036,4700000,265735
1500000,6208247.42,4586562.96,74,481589.1108,1605297.036,4700000,265735
1200000,7663917.53,7663917.53,257,7663917.53,7663917.53,13000000,0
16000000,126000000,117915776.5,152,58957888.25,117915776.5,145140000,1032600
1500000,3192857.14,2981469.52,288,2981469.52,2981469.52,3300000,41590
1200000,7251546.39,4932160.59,51,517876.862,517876.862,8000000,922912.5
10000000,51650000,45204786.47,58,4746502.579,4746502.579,90047808,0
1500000,7839175.26,6137268,132,2148043.8,3068634,11800000,0
1200000,9414432.99,8655584.83,69,908836.4072,3029454.691,11800000,213005
1300000,6898969.07,4723421.13,54,495959.2187,495959.2187,9500000,477840
1200000,2963636.36,2518142.63,221,2518142.63,2518142.63,4000000,0
1200000,6981443.3,5099944.83,81,535494.2072,1784980.691,8800000,278960
1500000,9692783.51,7121222.61,80,747728.3741,2492427.914,13800000,1225720
1200000,2812121.21,1491059.12,134,521870.692,745529.56,3300000,0
1200000,4886734.69,1883165.17,44,197732.3429,197732.3429,7000000,390712.5
1300000,4233673.47,4233673.47,227,4233673.47,4233673.47,7800000,0
1400000,13159183.67,13159183.67,202,13159183.67,13159183.67,18500000,0
1200000,4233673.47,3644700.92,57,382693.5966,382693.5966,4000000,0
1500000,4354639.18,3994459.29,112,1398060.752,1398060.752,6100000,0
1500000,4233673.47,3334512.6,177,1667256.3,3334512.6,5500000,15365
10204100,59400000,50677016.81,21,1773695.588,5321086.765,70625234.08,714735
1300000,2621428.57,2265158.91,182,2265158.91,2265158.91,4800000,12555
10000000,44589000,35603632.73,23,1246127.146,3738381.437,99495085.94,0
1200000,5265306.12,2903365.23,73,304853.3492,1016177.831,8300000,0
1200000,4743877.55,1804451.5,82,189467.4075,631558.025,7800000,565140
1500000,4743877.55,3375697.62,113,1181494.167,1181494.167,5000000,195675
1000000,7148453.61,5951441.35,29,208300.4473,624901.3418,10000000,58590
1500000,4376530.61,4083509.1,45,428768.4555,428768.4555,6000000,57437.5
1200000,6511224.49,3019916.34,43,317091.2157,317091.2157,8600000,471510
500000,3105102.04,1452386.16,121,508335.156,726193.08,3500000,0
1330000,6011340.21,4706016.5,83,494131.7325,1647105.775,9300000,411700
1250000,6011340.21,3481549.16,47,365562.6618,365562.6618,8300000,0
1200000,7509278.35,4712800.11,73,494844.0116,1649480.039,10300000,1409672.5
1500000,3652040.82,2599001.05,197,2599001.05,2599001.05,4000000,5677.5
1400000,8534693.88,6101422.04,56,640649.3142,640649.3142,10300000,368384.43
1100000,4335714.29,2392735.04,73,251237.1792,837457.264,4500000,0
1300000,3921649.48,3061678.03,104,1071587.311,1071587.311,4500000,426217.5
1250000,7053608.25,4829797.1,22,169042.8985,507128.6955,10500000,791300
1500000,4039393.94,4039393.94,118,1413787.879,1413787.879,4900000,0
1200000,5933673.47,5534265.87,48,581097.9164,581097.9164,5700000,46875
1200000,5933673.47,5534265.87,48,581097.9164,581097.9164,5700000,46875
1200000,5939175.26,4019088.82,43,422004.3261,422004.3261,12000000,0
1200000,7950515.46,4988175.85,90,523758.4643,1745861.548,13500000,0
1200000,3264285.71,2338225.17,198,2338225.17,2338225.17,5000000,138400
1200000,5882653.06,5075004.72,43,532875.4956,532875.4956,7000000,157972.5
1200000,6723711.34,4573754.68,50,480244.2414,480244.2414,7800000,0
1000000,4233673.47,1980188.59,43,207919.802,207919.802,5000000,184170
1200000,8574226.8,6258836.93,76,657177.8777,2190592.926,13000000,645180
1400000,7987755.1,7449858.2,57,782235.111,782235.111,10500000,0
1200000,9362886.6,5375152.79,47,564391.043,564391.043,11400000,942730
1400000,9259793.81,6381381.49,109,2233483.522,2233483.522,11400000,732087.5
1200000,9225510.2,3342808.22,75,350994.8631,1169982.877,11400000,1470462.5
1500000,9259793.81,9238210.53,60,970012.1057,970012.1057,11500000,0
1300000,4878438,3336923.9,100,1167923.365,1167923.365,7200000,642640
1200000,7509278.35,4305012.3,47,452026.2915,452026.2915,10300000,0
1000000,9259793.81,7282802.75,88,764694.2888,2548980.963,13000000,299837.5
15000000,107950000,104310733.3,175,52155366.67,104310733.3,95864400,0
1500000,7767010.31,6809789.52,25,238342.6332,715027.8996,8800000,118170
1500000,10136082.47,6894499.2,107,2413074.72,2413074.72,15300000,0
